WKT,kingdom,phylum,class,order,family,genus,subgenus,specificEpithet,latitude,longitude
"POINT (-119.8798 34.4105)",Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Tarphiota,,geniculata,34.4105,-119.8798
"POINT (-119.8798 34.4105)",Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Rhyncolus,,pallens,34.4105,-119.8798
"POINT (-119.8798 34.4105)",Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Phyllotreta,,,34.4105,-119.8798
"POINT (-119.8798 34.4105)",Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Elassoptes,,marinus,34.4105,-119.8798
"POINT (-119.8833 34.4133)",Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Tarphiota,,geniculata,34.4133,-119.8833
"POINT (-119.8798 34.4105)",Animalia,Arthropoda,Insecta,Coleoptera,Anthicidae,Notoxus,,lustrellus,34.4105,-119.8798
"POINT (-119.8798 34.4105)",Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Psyllobora,,vigintimaculata,34.4105,-119.8798
"POINT (-119.8798 34.4105)",Animalia,Arthropoda,Insecta,Coleoptera,Elateridae,Anchastus,,cinereipennis,34.4105,-119.8798
"POINT (-119.8798 34.4105)",Animalia,Arthropoda,Insecta,Coleoptera,Anobiidae,Ozognathus,,cornutus,34.4105,-119.8798
"POINT (-119.8798 34.4105)",Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Tarphiota,,geniculata,34.4105,-119.8798
"POINT (-119.8798 34.4105)",Animalia,Arthropoda,Insecta,Coleoptera,Anthicidae,Notoxus,,lustrellus,34.4105,-119.8798
"POINT (-119.8798 34.4105)",Animalia,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Enochrus,,hamiltoni,34.4105,-119.8798
"POINT (-119.8798 34.4105)",Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Trirhabda,,luteocincta,34.4105,-119.8798
"POINT (-119.8833 34.4133)",Animalia,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Cercyon,,fimbriatus,34.4133,-119.8833
"POINT (-119.8798 34.4105)",Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Bledius,,albonotatus,34.4105,-119.8798
"POINT (-119.8798 34.4105)",Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Carpelimus,,,34.4105,-119.8798
"POINT (-119.8798 34.4105)",Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Diachus,,auratus,34.4105,-119.8798
"POINT (-119.8798 34.4105)",Animalia,Arthropoda,Insecta,Coleoptera,Latridiidae,Melanophthalma,,americana,34.4105,-119.8798
"POINT (-119.8798 34.4105)",Animalia,Arthropoda,Insecta,Coleoptera,Histeridae,Hypocaccus,,lucidulus,34.4105,-119.8798
"POINT (-119.8798 34.4105)",Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Trigonoscuta,,,34.4105,-119.8798
"POINT (-119.8833 34.4133)",Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Tarphiota,,geniculata,34.4133,-119.8833
"POINT (-119.8798 34.4105)",Animalia,Arthropoda,Insecta,Coleoptera,Buprestidae,Agrilus,,politus,34.4105,-119.8798
"POINT (-119.8798 34.4105)",Animalia,Arthropoda,Insecta,Coleoptera,Malachiusidae,Collops,,cribrosus,34.4105,-119.8798
"POINT (-119.8798 34.4105)",Animalia,Arthropoda,Insecta,Coleoptera,Mordellidae,Mordellina,,,34.4105,-119.8798
"POINT (-119.8798 34.4105)",Animalia,Arthropoda,Insecta,Coleoptera,Mordellidae,Mordellina,,,34.4105,-119.8798
"POINT (-119.8798 34.4105)",Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Poecilus,,cursitor,34.4105,-119.8798
"POINT (-119.8798 34.4105)",Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Aleochara,,sulcicollis,34.4105,-119.8798
"POINT (-119.8798 34.4105)",Animalia,Arthropoda,Insecta,Coleoptera,Aphodiidae,Tesarius,,,34.4105,-119.8798
"POINT (-119.8798 34.4105)",Animalia,Arthropoda,Insecta,Coleoptera,Monotomidae,Phyconomus,,marinus,34.4105,-119.8798
"POINT (-119.8833 34.4133)",Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Cafius,,canescens,34.4133,-119.8833
"POINT (-119.8812 34.4107)",Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Epantius,,obscurus,34.4107,-119.8812
"POINT (-119.8798 34.4105)",Animalia,Arthropoda,Insecta,Coleoptera,Monotomidae,Phyconomus,,marinus,34.4105,-119.8798
"POINT (-119.8798 34.4105)",Animalia,Arthropoda,Insecta,Coleoptera,Anthicidae,Notoxus,,lustrellus,34.4105,-119.8798
"POINT (-119.8798 34.4105)",Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Diachus,,auratus,34.4105,-119.8798
"POINT (-119.8798 34.4105)",Animalia,Arthropoda,Insecta,Coleoptera,Anthicidae,Cyclodinus,,annectens,34.4105,-119.8798
"POINT (-119.8798 34.4105)",Animalia,Arthropoda,Insecta,Coleoptera,Histeridae,Euspilotus,,scissus,34.4105,-119.8798
"POINT (-119.8833 34.4133)",Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Tarphiota,,geniculata,34.4133,-119.8833
"POINT (-119.8832 34.4126)",Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Cryptadius,,inflatus,34.4126,-119.8832
"POINT (-119.8798 34.4105)",Animalia,Arthropoda,Insecta,Coleoptera,Histeridae,Hypocaccus,,gaudens,34.4105,-119.8798
"POINT (-119.8798 34.4105)",Animalia,Arthropoda,Insecta,Coleoptera,Anobiidae,Ozognathus,,cornutus,34.4105,-119.8798
"POINT (-119.8798 34.4105)",Animalia,Arthropoda,Insecta,Coleoptera,Scraptiidae,Naucles,,,34.4105,-119.8798
"POINT (-119.8798 34.4105)",Animalia,Arthropoda,Insecta,Coleoptera,Histeridae,Hypocaccus,,gaudens,34.4105,-119.8798
"POINT (-119.8798 34.4105)",Animalia,Arthropoda,Insecta,Coleoptera,Histeridae,Hypocaccus,,gaudens,34.4105,-119.8798
"POINT (-119.8798 34.4105)",Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Cafius,,canescens,34.4105,-119.8798
"POINT (-119.8798 34.4105)",Animalia,Arthropoda,Insecta,Coleoptera,Anthicidae,Notoxus,,lustrellus,34.4105,-119.8798
"POINT (-119.8798 34.4105)",Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Dicheirotrichus,,cognatus,34.4105,-119.8798
"POINT (-119.8798 34.4105)",Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Aleochara,,sulcicollis,34.4105,-119.8798
"POINT (-119.8833 34.4133)",Animalia,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Cercyon,,fimbriatus,34.4133,-119.8833
"POINT (-119.8798 34.4105)",Animalia,Arthropoda,Insecta,Coleoptera,Anthicidae,Notoxus,,lustrellus,34.4105,-119.8798
"POINT (-119.8798 34.4105)",Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Carpelimus,,,34.4105,-119.8798
"POINT (-119.8798 34.4105)",Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Bledius,,albonotatus,34.4105,-119.8798
"POINT (-119.8798 34.4105)",Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Bledius,,albonotatus,34.4105,-119.8798
"POINT (-119.8833 34.4133)",Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Aleochara,,sulcicollis,34.4133,-119.8833
"POINT (-119.8833 34.4133)",Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Tarphiota,,geniculata,34.4133,-119.8833
"POINT (-119.8798 34.4105)",Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Pacificanthia,,consors,34.4105,-119.8798
"POINT (-119.8798 34.4105)",Animalia,Arthropoda,Insecta,Coleoptera,Corylophidae,Orthoperus,,,34.4105,-119.8798
"POINT (-119.8798 34.4105)",Animalia,Arthropoda,Insecta,Coleoptera,Scraptiidae,Naucles,,,34.4105,-119.8798
"POINT (-119.8798 34.4105)",Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Paratachys,,,34.4105,-119.8798
"POINT (-119.8798 34.4105)",Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Microlestes,,,34.4105,-119.8798
"POINT (-119.8798 34.4105)",Animalia,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Cercyon,,fimbriatus,34.4105,-119.8798
"POINT (-119.8798 34.4105)",Animalia,Arthropoda,Insecta,Coleoptera,Anthicidae,Notoxus,,lustrellus,34.4105,-119.8798
"POINT (-119.8798 34.4105)",Animalia,Arthropoda,Insecta,Coleoptera,Anthicidae,Cyclodinus,,annectens,34.4105,-119.8798
"POINT (-119.8833 34.4133)",Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Phaleria,,rotundata,34.4133,-119.8833
"POINT (-119.8798 34.4105)",Animalia,Arthropoda,Insecta,Coleoptera,Aphodiidae,Tesarius,,,34.4105,-119.8798
"POINT (-119.8798 34.4105)",Animalia,Arthropoda,Insecta,Coleoptera,Anobiidae,Ozognathus,,cornutus,34.4105,-119.8798
"POINT (-119.8798 34.4105)",Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Bledius,,albonotatus,34.4105,-119.8798
"POINT (-119.8798 34.4105)",Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Elassoptes,,marinus,34.4105,-119.8798
"POINT (-119.8798 34.4105)",Animalia,Arthropoda,Insecta,Coleoptera,Aphodiidae,Labarrus,,lividus,34.4105,-119.8798
"POINT (-119.8833 34.4133)",Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Aleochara,,sulcicollis,34.4133,-119.8833
"POINT (-119.8833 34.4133)",Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Tarphiota,,geniculata,34.4133,-119.8833
"POINT (-119.8832 34.4126)",Animalia,Arthropoda,Insecta,Coleoptera,Monotomidae,Phyconomus,,marinus,34.4126,-119.8832
"POINT (-119.8798 34.4105)",Animalia,Arthropoda,Insecta,Coleoptera,Monotomidae,Phyconomus,,marinus,34.4105,-119.8798
"POINT (-119.8781 34.4126)",Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Mulsantina,,picta,34.4126,-119.8781
"POINT (-119.8798 34.4105)",Animalia,Arthropoda,Insecta,Coleoptera,Latridiidae,Corticarina,,,34.4105,-119.8798
"POINT (-119.8798 34.4105)",Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Adalia,,bipunctata,34.4105,-119.8798
"POINT (-119.8798 34.4105)",Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Paratachys,,,34.4105,-119.8798
"POINT (-119.8798 34.4105)",Animalia,Arthropoda,Insecta,Coleoptera,Anobiidae,Ozognathus,,cornutus,34.4105,-119.8798
"POINT (-119.8798 34.4105)",Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Oxypoda,,,34.4105,-119.8798
"POINT (-119.8798 34.4105)",Animalia,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Cercyon,,fimbriatus,34.4105,-119.8798
"POINT (-119.8798 34.4105)",Animalia,Arthropoda,Insecta,Coleoptera,Anthicidae,Notoxus,,lustrellus,34.4105,-119.8798
"POINT (-119.8798 34.4105)",Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Thinopinus,,pictus,34.4105,-119.8798
"POINT (-119.8798 34.4105)",Animalia,Arthropoda,Insecta,Coleoptera,Dytiscidae,Leconectes,,,34.4105,-119.8798
"POINT (-119.8798 34.4105)",Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Nephus,,guttulatus,34.4105,-119.8798
"POINT (-119.8798 34.4105)",Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Elassoptes,,marinus,34.4105,-119.8798
"POINT (-119.8833 34.4133)",Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Bledius,,fenyesi,34.4133,-119.8833
"POINT (-119.8832 34.4126)",Animalia,Arthropoda,Insecta,Coleoptera,Anthicidae,Anthicus,,maritimus,34.4126,-119.8832
"POINT (-119.8798 34.4105)",Animalia,Arthropoda,Insecta,Coleoptera,Histeridae,Hypocaccus,,bigemmeus,34.4105,-119.8798
"POINT (-119.8798 34.4105)",Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Scymnus,,difficilis,34.4105,-119.8798
"POINT (-119.8798 34.4105)",Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Cycloneda,,sanguinea,34.4105,-119.8798
"POINT (-119.8798 34.4105)",Animalia,Arthropoda,Insecta,Coleoptera,Anobiidae,Ozognathus,,cornutus,34.4105,-119.8798
"POINT (-119.8798 34.4105)",Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Eleodes,,nigropilosa,34.4105,-119.8798
"POINT (-119.8798 34.4105)",Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Tarphiota,,fucicola,34.4105,-119.8798
"POINT (-119.8798 34.4105)",Animalia,Arthropoda,Insecta,Coleoptera,Anthicidae,Notoxus,,lustrellus,34.4105,-119.8798
"POINT (-119.8798 34.4105)",Animalia,Arthropoda,Insecta,Coleoptera,Monotomidae,Phyconomus,,marinus,34.4105,-119.8798
"POINT (-119.8798 34.4105)",Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Pontomalota,,opaca,34.4105,-119.8798
"POINT (-119.8833 34.4133)",Animalia,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Cercyon,,fimbriatus,34.4133,-119.8833
"POINT (-119.8798 34.4105)",Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Bledius,,albonotatus,34.4105,-119.8798
"POINT (-119.8798 34.4105)",Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Cycloneda,,sanguinea,34.4105,-119.8798
"POINT (-119.8833 34.4133)",Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Tarphiota,,geniculata,34.4133,-119.8833
"POINT (-119.8833 34.4133)",Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Tarphiota,,geniculata,34.4133,-119.8833
"POINT (-119.878194 34.411384)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Crematogaster,,laeviuscula,34.411384,-119.878194
"POINT (-119.8798 34.4105)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Monomorium,,ergatogyna,34.4105,-119.8798
"POINT (-119.878194 34.411384)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Crematogaster,,laeviuscula,34.411384,-119.878194
"POINT (-119.8798 34.4105)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Monomorium,,ergatogyna,34.4105,-119.8798
"POINT (-119.8798 34.4105)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Linepithema,,humile,34.4105,-119.8798
"POINT (-119.8798 34.4105)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Monomorium,,ergatogyna,34.4105,-119.8798
"POINT (-119.878194 34.411384)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Linepithema,,humile,34.411384,-119.878194
"POINT (-119.8812 34.4107)",Animalia,Arthropoda,Insecta,Coleoptera,Histeridae,Xerosaprinus,,,34.4107,-119.8812
"POINT (-119.8798 34.4105)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Monomorium,,ergatogyna,34.4105,-119.8798
"POINT (-119.878194 34.411384)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Linepithema,,humile,34.411384,-119.878194
"POINT (-119.877507 34.412588)",Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,,caliginosus,34.412588,-119.877507
"POINT (-119.877282 34.411808)",Animalia,Arthropoda,Insecta,Hymenoptera,Pompilidae,Aporus,,hirsutus,34.411808,-119.877282
"POINT (-119.8798 34.4105)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Linepithema,,humile,34.4105,-119.8798
"POINT (-119.878194 34.411384)",Animalia,Arthropoda,Insecta,Hymenoptera,Pompilidae,Aporus,,hirsutus,34.411384,-119.878194
"POINT (-119.8798 34.4105)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Monomorium,,ergatogyna,34.4105,-119.8798
"POINT (-119.8798 34.4105)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Linepithema,,humile,34.4105,-119.8798
"POINT (-119.878194 34.411384)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Crematogaster,,laeviuscula,34.411384,-119.878194
"POINT (-119.8798 34.4105)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Monomorium,,ergatogyna,34.4105,-119.8798
"POINT (-119.8798 34.4105)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Linepithema,,humile,34.4105,-119.8798
"POINT (-119.8798 34.4105)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Monomorium,,ergatogyna,34.4105,-119.8798
"POINT (-119.878194 34.411384)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Linepithema,,humile,34.411384,-119.878194
"POINT (-119.8812 34.4107)",Animalia,Arthropoda,Insecta,Coleoptera,Histeridae,Margarinotus,,umbilicatus,34.4107,-119.8812
"POINT (-119.878194 34.411384)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Crematogaster,,laeviuscula,34.411384,-119.878194
"POINT (-119.8798 34.4105)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Monomorium,,ergatogyna,34.4105,-119.8798
"POINT (-119.878194 34.411384)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Linepithema,,humile,34.411384,-119.878194
"POINT (-119.877282 34.411808)",Animalia,Arthropoda,Insecta,Hymenoptera,Pompilidae,Aporus,,hirsutus,34.411808,-119.877282
"POINT (-119.8798 34.4105)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Monomorium,,ergatogyna,34.4105,-119.8798
"POINT (-119.8798 34.4105)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Linepithema,,humile,34.4105,-119.8798
"POINT (-119.8832 34.4126)",Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Hadrotes,,crassus,34.4126,-119.8832
"POINT (-119.8833 34.4133)",Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Omalium,,,34.4133,-119.8833
"POINT (-119.8833 34.4133)",Animalia,Arthropoda,Insecta,Coleoptera,Histeridae,Halacritus,,maritimus,34.4133,-119.8833
"POINT (-119.8832 34.4126)",Animalia,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Cercyon,,fimbriatus,34.4126,-119.8832
"POINT (-119.8833 34.4133)",Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Omalium,,,34.4133,-119.8833
"POINT (-119.8833 34.4133)",Animalia,Arthropoda,Insecta,Coleoptera,Monotomidae,Phyconomus,,marinus,34.4133,-119.8833
"POINT (-119.8832 34.4126)",Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Elassoptes,,marinus,34.4126,-119.8832
"POINT (-119.8833 34.4133)",Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Omalium,,,34.4133,-119.8833
"POINT (-119.8833 34.4133)",Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Omalium,,,34.4133,-119.8833
"POINT (-119.8833 34.4133)",Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Trigonoscuta,,,34.4133,-119.8833
"POINT (-119.8833 34.4133)",Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Phaleria,,rotundata,34.4133,-119.8833
"POINT (-119.8833 34.4133)",Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Trigonoscuta,,,34.4133,-119.8833
"POINT (-119.8833 34.4133)",Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Trigonoscuta,,,34.4133,-119.8833
"POINT (-119.8833 34.4133)",Animalia,Arthropoda,Insecta,Coleoptera,Histeridae,Hypocaccus,,lucidulus,34.4133,-119.8833
"POINT (-119.8833 34.4133)",Animalia,Arthropoda,Insecta,Coleoptera,Melyridae,Endeodes,,basalis,34.4133,-119.8833
"POINT (-119.88 34.41)",Animalia,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Cercyon,,fimbriatus,34.41,-119.88
"POINT (-119.8833 34.4133)",Animalia,Arthropoda,Insecta,Coleoptera,Scraptiidae,Pentaria,,trifasciata,34.4133,-119.8833
"POINT (-119.8832 34.4126)",Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Bembidion,,tigrinum,34.4126,-119.8832
"POINT (-119.88 34.41)",Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Coelus,,ciliatus,34.41,-119.88
"POINT (-119.8833 34.4133)",Animalia,Arthropoda,Insecta,Coleoptera,Anthicidae,Amblyderus,,parviceps,34.4133,-119.8833
"POINT (-119.8832 34.4126)",Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Dicheirus,,piceus,34.4126,-119.8832
"POINT (-119.88 34.41)",Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Coelus,,ciliatus,34.41,-119.88
"POINT (-119.88 34.41)",Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Thinopinus,,pictus,34.41,-119.88
"POINT (-119.8832 34.4126)",Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Coelus,,globosus,34.4126,-119.8832
"POINT (-119.8833 34.4133)",Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Phaleria,,rotundata,34.4133,-119.8833
"POINT (-119.8833 34.4133)",Animalia,Arthropoda,Insecta,Coleoptera,Histeridae,Hypocaccus,,lucidulus,34.4133,-119.8833
"POINT (-119.88 34.41)",Animalia,Arthropoda,Insecta,Coleoptera,Histeridae,Hypocaccus,,lucidulus,34.41,-119.88
"POINT (-119.88 34.41)",Animalia,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Cercyon,,fimbriatus,34.41,-119.88
"POINT (-119.8832 34.4126)",Animalia,Arthropoda,Insecta,Coleoptera,Zopheridae,Phloeodes,,plicatus,34.4126,-119.8832
"POINT (-119.8832 34.4126)",Animalia,Arthropoda,Insecta,Coleoptera,Melolonthidae,Dichelonyx,,pusilla,34.4126,-119.8832
"POINT (-119.8781 34.4126)",Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Coelus,,ciliatus,34.4126,-119.8781
"POINT (-119.8833 34.4133)",Animalia,Arthropoda,Insecta,Coleoptera,Anthicidae,Amblyderus,,parviceps,34.4133,-119.8833
"POINT (-119.8832 34.4126)",Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Coelus,,ciliatus,34.4126,-119.8832
"POINT (-119.8833 34.4133)",Animalia,Arthropoda,Insecta,Coleoptera,Histeridae,Hypocaccus,,bigemmeus,34.4133,-119.8833
"POINT (-119.88 34.41)",Animalia,Arthropoda,Insecta,Coleoptera,Histeridae,Hypocaccus,,lucidulus,34.41,-119.88
"POINT (-119.88 34.41)",Animalia,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Cercyon,,fimbriatus,34.41,-119.88
"POINT (-119.88 34.41)",Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Coelus,,ciliatus,34.41,-119.88
"POINT (-119.8832 34.4126)",Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Diabrotica,,undecimpunctata,34.4126,-119.8832
"POINT (-119.8832 34.4126)",Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Coelus,,ciliatus,34.4126,-119.8832
"POINT (-119.8833 34.4133)",Animalia,Arthropoda,Insecta,Coleoptera,Histeridae,Hypocaccus,,bigemmeus,34.4133,-119.8833
"POINT (-119.88 34.41)",Animalia,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Cercyon,,fimbriatus,34.41,-119.88
"POINT (-119.8833 34.4133)",Animalia,Arthropoda,Insecta,Coleoptera,Scraptiidae,Pentaria,,trifasciata,34.4133,-119.8833
"POINT (-119.8832 34.4126)",Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Dicheirus,,piceus,34.4126,-119.8832
"POINT (-119.88 34.41)",Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Coelus,,ciliatus,34.41,-119.88
"POINT (-119.88 34.41)",Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Thinopinus,,pictus,34.41,-119.88
"POINT (-119.8798 34.4105)",Animalia,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Cercyon,,fimbriatus,34.4105,-119.8798
"POINT (-119.8833 34.4133)",Animalia,Arthropoda,Insecta,Coleoptera,Anthicidae,Anthicus,,maritimus,34.4133,-119.8833
"POINT (-119.8832 34.4126)",Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Cafius,,canescens,34.4126,-119.8832
"POINT (-119.88 34.41)",Animalia,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Cercyon,,fimbriatus,34.41,-119.88
"POINT (-119.88 34.41)",Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Coelus,,ciliatus,34.41,-119.88
"POINT (-119.88 34.41)",Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Thinopinus,,pictus,34.41,-119.88
"POINT (-119.8798 34.4105)",Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Coelus,,ciliatus,34.4105,-119.8798
"POINT (-119.8833 34.4133)",Animalia,Arthropoda,Insecta,Coleoptera,Histeridae,Hypocaccus,,bigemmeus,34.4133,-119.8833
"POINT (-119.88 34.41)",Animalia,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Cercyon,,fimbriatus,34.41,-119.88
"POINT (-119.8833 34.4133)",Animalia,Arthropoda,Insecta,Coleoptera,Scraptiidae,Pentaria,,trifasciata,34.4133,-119.8833
"POINT (-119.88 34.41)",Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Coelus,,ciliatus,34.41,-119.88
"POINT (-119.88 34.41)",Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Thinopinus,,pictus,34.41,-119.88
"POINT (-119.88 34.41)",Animalia,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Cercyon,,fimbriatus,34.41,-119.88
"POINT (-119.8833 34.4133)",Animalia,Arthropoda,Insecta,Coleoptera,Scraptiidae,Pentaria,,trifasciata,34.4133,-119.8833
"POINT (-119.8832 34.4126)",Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Bembidion,,tigrinum,34.4126,-119.8832
"POINT (-119.8832 34.4126)",Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Diabrotica,,undecimpunctata,34.4126,-119.8832
"POINT (-119.8832 34.4126)",Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Coelus,,ciliatus,34.4126,-119.8832
"POINT (-119.8833 34.4133)",Animalia,Arthropoda,Insecta,Coleoptera,Anthicidae,Anthicus,,maritimus,34.4133,-119.8833
